"label","title","year","author","doi"
"clean","A Study of the Metrical Use of the Inflectional e in Middle English, with Particular Reference to Chaucer and Lydgate","1914","Charlotte Farrington Babcock","10.2307/457034"
"clean","Comparative evaluation of the effect of a saliva substitute on the color stability of three different direct tooth-colored restorative materials: An<i>in vitro</i>spectrophotometric study","2018","Sumanthini V Margasahayam; PranjalS Walzade; VanithaU Shenoy","10.4103/ijds.ijds_14_18"
"clean","Exploring translation competence through retrospective self-reports – a case study","2023","Małgorzata Kodura","10.31648/an.8742"
"clean","Electronic and thermoelectric properties of Janus AsSeX (X = Cl, Br, I) monolayers: A first-principles study","2023","Xin Luo; Lu Pan; Tian Zhang; Cui-E Hu; Yan Cheng; Hua-Yun Geng","10.1016/j.mssp.2023.107759"
"clean","A study of the structure of titanium dioxide gels by independent methods","1958","E. A. Leont'ev; V. M. Luk'ianovich; N. E. Neimark; M. A. Piontkovskaia","10.1007/bf00912337"
"clean","Handbook for the Study of Egyptian Topographical Lists Relating to Western Asia","1941","H. W. Fairman; Justine Simons","10.2307/3854548"
"clean","The effect of anxiety and depressive mood disorders on theseverity of bilateral subjective tinnitus – a pilot study","2020","Monika Lewandowska; Iwona Niedziałek; Rafał Milner; Małgorzata Ganc; Henryk Skarżyńśki","10.17431/892983"
"clean","A Study on The Influence of Netflix Content Characteristics and Perceived Food Value on Attitudes Toward Korean Cuisine and Visit Intentions","2025","Da-Won Kim; Jo-hye Hwang","10.47584/jfm.2025.28.5.73"
"clean","Long-Term Effects of Nusinersen Combined Physiotherapy in Spinal Muscular Atrophy Type 1: A Case Study","2022","Güllü Aydın Yağcıoğlu; Numan Bulut; Fatma Uğur; İpek Alemdaroğlu-Gürbüz; Ahmet Karaduman; Öznur Yılmaz","10.4274/buchd.galenos.2021.83713"
"clean","Site distribution and histopathological study of extra-nodal lymphoma in Ilorin, Nigeria","2006","EAO Afolayan","10.4103/1118-8561.147487"
"clean","Achieving coordination of decentralized fisheries governance through collaborative arrangements: A case study of the Sian Ka'an Biosphere Reserve in Mexico","2020","Crisol Méndez‐Medina; Birgit Schmook; Xavier Basurto; Stuart Fulton; Alejandro Espinoza‐Tenorio","10.1016/j.marpol.2020.103939"
"clean","Role of blood pressure in development of early retinopathy in adolescents with type 1 diabetes: prospective cohort study","2010","J.A. Stockman","10.1016/s0084-3954(09)79498-9"
"clean","No Significant Effect of the Individual Chronotype on the Result of Moderate Calorie Restriction for Obesity—A Pilot Study","2021","Zofia Strojny; Rafał Rutkowski; Alina Kanikowska; Agnieszka Zawada; Aldona Juchacz; Marian Grzymisławski; Maki Sato; Monika Litwinowicz; Katarzyna Korybalska; Andrzej Bręborowicz; Janusz Witowski; Dominika Kanikowska","10.3390/nu13114089"
"clean","Study of the adsorption and desorption of multiple adsorbates in a fixed bed","1988","Chen‐Chia Huang; James R. Fair","10.1002/aic.690341112"
"clean","Mycogen as a Case Study in Real Options","2001","Calum G. Turvey","10.1111/1058-7195.00058"
"clean","Faculty perceptions of factors that indicate successful educational outcomes of medical students’ research projects: a focus group study","2021","Riitta Möller; Annika E. Wallberg; Maria C. Shoshan","10.1186/s12909-021-02954-8"
"clean","Regional distribution and severity of arterial calcification in patients with chronic kidney disease stages 1–5: a cross-sectional study of the Copenhagen chronic kidney disease cohort","2020","Ida Maria Hjelm Sørensen; Sasha Asbøll Kepler Saurbrey; Henrik Øder Hjortkjær; Philip Brainin; Nicholas Carlson; Ellen Linnea Freese Ballegaard; Anne‐Lise Kamper; Christina Christoffersen; Bo Feldt‐Rasmussen; Klaus F. Kofoed; Susanne Bro","10.1186/s12882-020-02192-y"
"clean","Molecular Docking Studies: The Success Should Overrule the Doubts?","2017","Anshumali Shrivastava; Kiran Kumar H.B.; Durga Prasad K","10.4172/jpb.1000442"
"clean","Study on the Inhibitory Effects of Progesterone on Myometrial Contractions","1968","Masaji INOUE; Motozo KO","10.1507/endocrine1927.43.11_1113"
"clean","A Corpus-Based Study on Vocabulary Use in English Listening Tests for High School Students","2021","","10.31216/bdl.20210029"
"clean","Scanning electron microscopic studies of wool/intumescent char formation","2000","Philip Davies; A. Richard Horrocks; Mohsen Miraftab","10.1002/1097-0126(200010)49:10<1125::aid-pi489>3.0.co;2-b"
"clean","Joint association between physical exercise, caffeine intake, and biological ageing: A cross-sectional analysis of population-based study","2025","Guang Chen; Shichen Zhou; Yunqing Xun; Tung Leong Fong; Guoyi Tang; Jingyi Wang; Hongzheng Li; Xiangjun Yin; Jialiang Gao; Guanghui Zhu; Ying Wu; Jinlin Li; Yuanyuan Sun; Yige Li; Jiayan Zhou; Yibin Feng","10.1371/journal.pone.0323264"
"clean","Long-Term Effect of Receiving a Family Strengths-Oriented Intervention on Family Cancer Caregiver Stress, Anxiety, and Depression Symptoms: A Longitudinal Quasi-Experimental Study","2021","Asta B. Petursdottir; Mary Kay Rayens; Valgerður Sigurðardóttir; Erla Kolbrún Svavarsdóttir","10.1177/1074840721994332"
"clean","Kultur statt Frauen? Zum Verhältnis von Gender Studies und Kulturwissenschaften","2003","Dorothee Kimmich","10.3224/fzg.v9i1.2632"
"clean","A Study on the Relationship among Circadian Types, Sleep Quality and Adaptation to Night Shifts among Nurses Working on Two or Three Day Night Duties","2013","Su Jin Kim; Mee Ock Gu","10.22650/jkcnr.2013.19.3.309"
"clean","A Study on the Constitutional Meaning of Access Rights for Persons with Disabilities and Judicial Remedies : Focusing on Supreme Court Decision 2022da289051 Decided Dec. 19, 2024","2026","Korean Constitutional Law Asscciation; Yongsook Park","10.35901/kjcl.2026.32.1.223"
"clean","The effect of a novel curcumin derivative on pancreatic islet regeneration in experimental type-1 diabetes in rats (long term study)","2013","Mohamed Talaat Abdel Aziz; M.F. El-Asmar; Ameen M Rezq; Soheir Mahfouz; Mohamed Abdel Aziz Wassef; Hanan Fouad; Hanan Hassan Ahmed; F. Taha","10.1186/1758-5996-5-75"
"clean","MICROCOSM EXPERIMENTS AS A TOOL IN SOIL ECOLOGY STUDIES","2015","Roxana Vidican; Roxana Vidican; Ancuta Valentina Sandor","10.15835/buasvmcn-agr:10618"
"clean","Prognostic Factors in Acute Promyelocytic Leukemia: A Retrospective Study of 67 Cases","1991","Xavier Thomas; E Archimbaud; Danielle Treille-Ritouet; D Fière","10.3109/10428199109068073"
"clean","Effectiveness of Instagram Sponsored as Advertising/Promotion Media (Study of Tiket.com Advertisement with EPIC Model Method)","2019","Nabila Amira; Iis Kurnia Nurhayati","10.29303/jcommsci.v2i2.53"
"clean","Studies of phenotypic and genotypic variation in sixteen cucumber genotypes","2016","Chikezie Onuora Ene; P. E. Ogbonna; C. U. Agbo; Uchechukwu Paschal Chukwudi","10.4067/s0718-58392016000300007"
"clean","Comparative studies of the occupants’ behaviour in a university building during winter and summer time","2014","Despina Serghides; C.K. Chatzinikola; Martha Katafygiotou","10.1080/14786451.2014.905578"
"clean","Metabolome and Microbiome Analysis to Study the Flavor of Summer Black Tea Improved by Stuck Fermentation","2023","Lianghua Wen; Lingli Sun; Ruohong Chen; Qiuhua Li; Xingfei Lai; Junxi Cao; Zhaoxiang Lai; Zhenbiao Zhang; Qian Li; Guang Song; Shili Sun; Fanrong Cao","10.3390/foods12183414"
"clean","First and second wave of coronavirus-19 disease: A comparative study in patients hospitalized in an ICU of a third-level university hospital","2021","A. González-Castro; Elena Cuenca Fito; Andres Fernandez; P. Escudero Acha; J.C. Rodríguez Borregán; Yhivian Peñasco","10.1016/j.medine.2021.12.008"
"clean","Epidemiologic Study Evaluating Therapies for Bovine Mastitis","1996","William M. Sischo; G.W. Rogers; L. I. Bieler; J.B. Cooper","10.21423/aabppro19965980"
"clean","Effect of molecular mobility on the decay of free radicals in amorphous polymers: a Monte Carlo study","1989","J. Tiňo; Ján Urban; V. Klimo","10.1016/0032-3861(89)90306-6"
"clean","A STUDY OF THE TOURISM GEOGRAPHICAL INFORMATION SYSTEM","2011","Tian Jin-Song; Guo Jia-Chun; Lin Liu; Jiang Zhu-Hua","10.6046/gtzyyg.2002.03.19"
"clean","Comparative clinical study of the effect of LLLT in the immediate and late treatments of hypoesthesia due to surgical procedures","2002","Thereza C. Ladalardo; Aldo Brugnera; Antônio Luiz Barbosa Pinheiro; Ana E. Castanho Garrini; E. Bologna; Márcia Takamoto; José Tadeu Tesseroli de Siqueira; Pedro Dias; Roberto Augusto de Carvalho Campos","10.1117/12.469323"
"clean","PART 1 – p53 adapted preoperative radiotherapy for T2 and T3 rectal cancer. A study of the p53 research group","2010","Brigitte Wolf; I. Kührer; Belgin Akan; B. Teleky; S. Kappel; R. Schmid; Friedrich Wrba; Martina Mittlböck; Daniela Kandioler","10.1007/s10353-010-0514-5"
"clean","Studies on Macquarie Island lichens II: The genera Hypogymnia, Menegazzia, Parmelia and Pseudocyphellaria","1981","Rex B. Filson","10.5962/p.237642"
"clean","The study of the features of bone tissue remodeling under the action of low-energy nanosecond laser therapy using a laser device for robotic surgery in an experimental morphometric study","2018","А. А. Чунихин; E. A. Bazikyan; O. V. Zayrаtyants; M. Ya. Alimova","10.17116/rosstomat20181103129"
"clean","Cu(I) camphor coordination polymers: Synthesis and study of the catalytic activity for cyclization of 4‐pentyn‐1‐oic acid","2014","Tiago A. Fernandes; Adelino M. Galvão; A.M. Botelho do Rego; M. Fernanda N. N. Carvalho","10.1002/pola.27393"
"clean","Motivation of Santri in Memorizing the Holy Qur'an through Murojaah Activities: Study in Roudlothul Qur'an PPAI Complex","2023","Muhammad Ulin Nuha","10.53639/ijsse.v1i1.9"
"clean","Selective methane sensing properties of VO2 at different temperatures: A first principles study","2020","Ke Xu; Ningbo Liao; Miao Zhang; Wei Xue","10.1016/j.apsusc.2020.147969"
"clean","Contrasting Systemic Functional Linguistic and Situated Literacies Approaches to Multimodality in Literacy and Writing Studies","2013","Kate T. Anderson","10.1177/0741088313488073"
"clean","Prediction of gestational diabetes mellitus in the Born in Guangzhou Cohort Study, China","2018","Kimberly K. Schaefer; Wanqing Xiao; Qiaozhu Chen; Jianrong He; Jinhua Lu; Fanfan Chan; Niannian Chen; Mingyang Yuan; Huimin Xia; Hubert Lam; Jane E. Hirst; Xiu Qiu","10.1002/ijgo.12627"
"clean","Pathway Linking Internet Health Information Seeking to Better Health: A Moderated Mediation Study","2016","Shaohai Jiang; Richard L. Street","10.1080/10410236.2016.1196514"
"clean","Hydraulic- and Microprocessor-Controlled Ankle-Foot Prostheses for Limited Community Ambulators with Unilateral Transtibial Amputation: Pilot Study","2021","Brian Kaluf; Courtney A. Cox; Eric Shoemaker","10.1097/jpo.0000000000000369"
"clean","A Correlative Immunoconfocal and Electron Microscopic Study of Gap Junctions in Interlocking Domains of the Lens","2016","Sondip K. Biswas; Lawrence Brako; Woo-Kuen Lo","10.1017/s1431927616006541"
"clean","IMPACT OF COVID-19 ON MIGRANT WORKERS IN INDIA IN THE LIGHT OF GARIB KALYAN ROZGAR ABHIYAN: AN ANALYTICAL STUDY","2020","Dr.Ratan Deb","10.1729/journal.24036"
"clean","Prevalence, nature and predictors of omitted medication doses in mental health hospitals: A multi-centre study","2020","Richard N. Keers; Mark Hann; Ghadah H. Alshehri; Karen Bennett; Joan Miller; Lorraine Prescott; Petra Brown; Darren M. Ashcroft","10.1371/journal.pone.0228868"
"clean","Foramen ovale puncture, lesioning accuracy, and avoiding complications: microsurgical anatomy study with clinical implications","2013","Maria Peris‐Celda; Francesca Graziano; Vittorio Russo; Robert A. Mericle; Arthur J. Ulm","10.3171/2013.1.jns12743"
"clean","A Study of Poly(vinyl Chloride) Blend Foams for the Insulation of Space Cryogenic Tanks-Preparation and Characterization","1985","M. Jayabalan; T. Balakrishnan","10.1177/0021955x8502100604"
"clean","A Study of Changes in Whole-Body Calcium, Phosphorus, Sodium and Nitrogen by Neutron Activation Analysis in Vivo in Rats on a Calcium-Deficient Diet","1976","K. Boddy; Robert Lindsay; I. Holloway; D. A. Smith; Alex Elliott; Ian Robertson; D. Glaros","10.1042/cs0510399"
"clean","The musical language of Yuen Ren Chao: A cultural and empirical study of the modernization of Chinese music","2022","Ivan Yifan Zou; William Yang Wang","10.1353/jcl.2022.0003"
"clean","Educational Inclusion Programmes' Impact on Academic Performance and Social Support Efficacy Among Pregnant and Postpartum Adolescent Girls in Nigerian Informal Settlements: A Mixed-Methods Study","2008","Chika Okorojiako; Obioma Uzomakpan; Samuel Ogbonna","10.5281/zenodo.18881679"
"clean","Changes in the association between postpartum depression and mother-infant bonding by parity: Longitudinal results from the Japan Environment and Children's Study","2018","Akiko Tsuchida; Kei Hamazaki; Kenta Matsumura; Kayoko Miura; Haruka Kasamatsu; Hidekuni Inadera; Hidekuni Inadera; Toshihiro Kawamoto; Yukihiro Ohya; Reiko Kishi; Nobuo Yaegashi; Koichi Hashimoto; Chisato Mori; Shuichi Ito; Zentaro Yamagata; Hidekuni Inadera; Hidekuni Inadera; Michihiro Kamijima; Takeo Nakayama; Hiroyasu Iso; Masayuki Shima; Yasuaki Hirooka; Narufumi Suganuma; Koichi Kusuhara; Takahiko Katoh","10.1016/j.jpsychires.2018.11.022"
"clean","Importance of gender differences in the diagnosis and management of patients with Acute Coronary Syndromes: The GRACE study in an Argentine Population","2013","Alejandra Guerchicoff; Roxana Mehran","10.7775/rac.v81.i4.2996"
"clean","International systems in world history: remaking the study of international relations","2001","Freitas,Any Correia","10.5860/choice.38-4706"
"clean","A study of the opinions of Swedish healthcare personnel regarding acceptable outcome following decompressive hemicraniectomy for ischaemic stroke","2017","Magnus Olivecrona; Stephen Honeybul","10.1007/s00701-017-3358-y"
"clean","Adding Estimated Cardiorespiratory Fitness To The Framingham Risk Score And Mortality Risk In A Korean Population-based Cohort Study","2022","Inhwan Lee; Jeonghyeon Kim; Minjeong Kang; Taewan Kim; Hyun‐Sik Kang","10.1249/01.mss.0000882252.57625.3d"
"clean","Trends in hair care and cleansing: A knowledge, attitude, and practice study","2017","N Asifa; MamathaS Kusagur; Sugareddy","10.4103/cdr.cdr_4_17"
"clean","Clinicopathological Correlation with Mesangial C4d Deposition in Primary Immunoglobulin A Nephropathy - A Descriptive study","2021","Gnanapriya Vellaisamy; Renuka Malipatel; S Renuka; Pritilata Rout","10.4103/1319-2442.318547"
"clean","Lightweight PV Module Approach - Field Test Study and Yield Evaluation","2019","Sebastian Schindler; Daniel C. G. Götz; David Daßler","10.4229/eupvsec20192019-1bo.9.5"
"clean","Vietnamese Women Marrying Korean Men and Societal Impacts. (Case studies in Dai Hop commune, Kien Thuy district – Hai Phong city)","2013","Hoang Ba Thinh","10.5901/ajis.2013.v2n8p782"
"clean","A CLINICAL STUDY OF MICRODERMABRASION WITH VITAMIN C SERUM FOR FACIAL MELANOSES AND REJUVENATION","2015","A S Sanjana; S Sacchidanand","10.14260/jemds/2015/756"
"clean","Couture Culture: A Study in Modern Art and Fashion: Nancy J. Troy","2004","Fiona Jane Candy","10.2752/146069204789354372"
"clean","Hemodynamic effects of proximal neck angulation in abdominal aortic aneurysms: a numerical study","2025","Gowrava Shenoy; Augustine Barboza; Shah Mohammed Abdul Khader","10.15593/rjbiomech/2025.4.13"
"clean","Level of physical activity and nutritional status in cancer patients with fatigue: An exploratory cross-sectional study","2019","Patrick Jahn; Franziska Jahn; Camilla Leithold; Viktoria Mathies","10.1093/annonc/mdz276.027"
"clean","A Case Study of Early Development in Williams Syndrome","2005","Susan Hepburn; Amy Philofsky; Angela E. John; Deborah J. Fidler","10.1097/00001163-200507000-00007"
"clean","Synthesis and study of the anticancer activity of some new 7H-[1,2,4]triazolo [3,4-b][1,3,4]thiadiazines","2021","Iryna Myrko; Taras Chaban; V. V. Ohurtsov; Іryna Drapak; В. С. Матійчук","10.14739/2409-2932.2021.3.240361"
"clean","A Comparative Study of CFD Models of a Real Wind Turbine in Solar Chimney Power Plants","2017","Ehsan Gholamalizadeh; Jae Dong Chung","10.3390/en10101674"
"clean","A Pilot Comparative Study of the Children with Autism Spectrum Disorder with and without Individualised Homeopathic Treatment","2026","Gyandas Wadhwani; Aditi Chadha","10.1055/s-0046-1817126"
"clean","Characterization of microwell cultures of dissociated brain tissue for studies of cell‐cell interactions","1997","Thomas E. Maar; Lars Christian B. Rønn; Elisabeth Bock; Vladimir Berezin; Julio Morán; Herminia Pasantes‐Morales; Arne Schousboe","10.1002/(sici)1097-4547(19970115)47:2<163::aid-jnr5>3.3.co;2-y"
"clean","Comparative Study Of Compound Nouns In Persian And English","2015","Esmaeil Heydari Asl","10.18483/ijsci.623"
"clean","Model based study of SWCNT and MWCNT thermal conductivities effect on the heat transfer due to the oscillating wall conditions","2017","S. Nadeem; Arif Ullah Khan; S.T. Hussain","10.1016/j.ijhydene.2017.09.114"
"clean","Research Study on impact of Fintech on Youngstersduring COVID-19","2022","Rahul Chauhan; Aakash Singh Chauhan; Andino Maseleno; Nabila Kharimah Vedy","10.55529/jmc.25.43.48"
"clean","Absence of Causal Relationship Between Levels of Unsaturated Fatty Acids and ADHD: Evidence From Mendelian Randomization Study","2024","Zuxing Wang; Hongru Zhu; Lili Chen; Chenyu Gan; Wenjiao Min; Jun Xiao; Zhili Zou; Ying He","10.1177/10870547241264660"
"clean","X-ray diffraction and spectral studies of 1-phenyl-3-methyl-4-(2?,4?-Dimethylphenylazo)-pyrazolone-5","1985","Л.Г. Кузьмина; Л. П. Григорьева; Yu. T. Struchkov; Z. I. Ezhkova; Б. Е. Зайцев; В. А. Зайцева; P. P. Pron'kin","10.1007/bf00515072"
"clean","OC-090 Different effects of FODMAP (fermentable oligo-, di-, and mono-saccharides, and polyols) components on small bowel water content: an MRI study","2012","Kathryn Murray; Victoria Wilkinson‐Smith; Ching Lam; Caroline L. Hoad; Eleanor Cox; Carolyn Costigan; Luca Marciani; Penny Gowland; Robert E. Spiller","10.1136/gutjnl-2012-302514a.90"
"clean","Experimental study of novel reservoir protection agents for low permeability reservoirs in water-based drilling fluids","2018","Zhenguo Su; Junyi Liu; Ruihe Wang; Erding Chen; Xiuling Li","10.3303/cet1866084"
"clean","Public Discourse and Urban Development: A Case Study of Hangzhou, China","2019","Monika Vij","10.21275/sr23507173700"
"clean","Janus transition metal dichalcogenides in combination with MoS <sub>2</sub> for high-efficiency photovoltaic applications: a DFT study","2022","Birhan Tesfaye Beshir; Kingsley Onyebuchi Obodo; Georgies Alene Asres","10.1039/d2ra00775d"
"clean","Stability of nano-fluids and their use for thermal management of a microprocessor: an experimental and numerical study","2018","Ahmad Adnan Shoukat; Muhammad Shaban; Asif Israr; Owaisur Rahman Shah; Muhammad Zubair Khan; Muhammad Anwar","10.1007/s00231-018-2304-8"
"clean","A Study on Application of the Aesthetic Characteristics of Psychedelia in Art Mask Design","2021","Hee Oyck Yoon","10.21184/jkeia.2021.8.15.6.15"
"clean","Pharmacognostical Studies on Umbelliferous Plants. XX","1963","Kiyoshi Hata; MITSUGI KOZAWA; Kun–Ying Yen; Yoshitaka Kimura","10.1248/yakushi1947.83.6_611"
"clean","University Supervisors’ Creative Ability and Their Appraisal of Student Teachers’ Classroom Performance: An Exploratory Study","1969","Victor C. Cicirelli","10.1080/00220671.1969.10883870"
"clean","A study on the regulation of <i>N</i>‐glycoloylneuraminic acid biosynthesis and utilization in rat and mouse liver","1990","Anne Harduin‐Lepers; Lee Shaw; Petra SCHNECKENBURGER; René Cacan; André Verbert; Roland Schauer","10.1111/j.1432-1033.1990.tb19391.x"
"clean","Simulation Study on Characteristic of Combustion and Emission of Super-high Pressure Common Rail Diesel Engine","2015","Qi Liu; Guangyao Ouyang; Kun Yang; Yupeng Sun","10.2991/isrme-15.2015.341"
"clean","Electron impact study of insulator surfaces: LiF and NaF","1971","P. S. P. Wei","10.1016/0039-6028(71)90230-5"
"clean","An Exploratory Study on the Relationships among Entrepreneurial Orientation, Organizational Ambidexterity, and Firm Performance","2025","Chong Song Kim; S.H. Choo","10.37297/ier.2025.12.10.4.371"
"clean","P4 Mechanism of injury and length of stay in paediatric resuscitation burns &gt;20% TBSA: a ten year retrospective cohort study","2019","Gerard McGuinness; Maire Caitlin Casey; David O’Donovan","10.1136/archdischild-2019-epa.360"
"clean","Observation versus radiotherapy with or without temozolomide in postoperative WHO grade II high-risk low-grade glioma: a retrospective cohort study","2020","Jingjing Wang; Lvjun Yan; Ping Ai; Yan He; Hui Guan; Zhigong Wei; Ling He; Xiaoli Mu; Yan‐Hui Liu; Xingchen Peng","10.1007/s10143-020-01326-y"
"clean","Numerical simulation study and dimensional analysis of hydrogen explosion characteristics in a closed rectangular duct with obstacles","2022","Qiming Xu; Guohua Chen; Qiang Zhang; Shen Su","10.1016/j.ijhydene.2022.09.091"
"clean","Studies in hydronamic thrust bearings II. Comparison of calculated and measured performance of tilting pads by means of interferometry","1975","C. L. Robinson; A. Cameron","10.1098/rsta.1975.0030"
"clean","A Mixed-Methods Study of Speech Anxiety among Malaysian Primary ESL Pupils","2025","Enba Jenani Thandevaraj; Nur-Ehsan Mohd-Ehsan","10.6007/ijarped/v14-i4/26478"
"clean","A study of the phase transitions and proton dynamics of the superprotonic conductor Cs5H3(SO4)4·0.5H2O single crystal with 1H and 133Cs nuclear magnetic resonance","2008","Ae Ran Lim","10.1016/j.jssc.2008.01.011"
"clean","Studies on fat digestion, absorption, and transport in the suckling rat. III. Composition of bile and evidence for enterohepatic circulation of bile salts","1982","Joan E. Staggers; Susan C. Frost; M A Wells","10.1016/s0022-2275(20)38051-2"
"clean","Karl Reinhold Haellquist ed., Asian Trade and Routes, Continental and Maritime. Studies on Asian Topics No. 13. Scandinavian Institute of Asian Studies. London (Curzon Press) 1991. 292 pp. ISBN 0 7007 0212 1.","1992","Nara Shuichi","10.1017/s0165115300006665"
"clean","A statistical study of the long-term evolution of coronal hole properties as observed by SDO","2020","Stephan G. Heinemann; V. Jerčić; Manuela Temmer; Stefan J. Hofmeister; Mateja Dumbović; S. Vennerstrøm; Giuliana Verbanac; Astrid Veronig","10.1051/0004-6361/202037613/pdf"
"clean","Management of Traditional Medicine Sangkal Putung Against Sport Injuries, A Case Study","2020","Nissa Putri Kartika; Mulyani Surendra; Rias Gesang Kinanti","10.2991/ahsr.k.201107.025"
"clean","Nuclear spin relaxation study of aqueous raffinose solution in the presence of a gadolinium contrast agent","2004","Leila Ghalebani; Danuta Kruk; Józef Kowalewski","10.1002/mrc.1535"
"clean","Retrospective multicenter analysis comparing conventional with oncoplastic breast conservation: oncologic and surgical outcome in women with high risk breast cancer from the OPBC-01/iTOP2 study","2021","Florian Fitzal; Michael Bolliger; Daniela Dunkler; Louise Gambone; Jörg Heil; Fabian Riedel; Jana de Boniface; Charles André; Zoltán Mátrai; Dávid Pukancsik; Régis Resende Paulinelli; Valerijus Ostapenko; Arvydas Burneckis; Andrej Ostapenko; Edvinas Ostapenko; Francesco Meani; Yves Harder; M Bonollo; A.S.M. Alberti; C. Tausch; Bärbel Papassotiropoulos; Ruth Helfgott; Dietmar Heck; Hans-Jörg Fehrer; Markus Acko; Peter Schrenk; Giacomo Montagna; Elisabeth Trapp; Gunda Pristauz; C. Paliczek; Jens‐Uwe Blohmer; Samuel Padovani Steffen; L. Romics; Elizabeth Morrow; K. Lorenz; Martin Fehr; Marsha E Ritter; WA Weber","10.1016/s0960-9776(21)00222-8"
"clean","Body mass index and the risk of male cancer mortality of various sites: 17-year follow-up of the Basel cohort study","2005","Monika Eichholzer; Florence Bernasconi; Paul Jordan; HB Stähelin","10.4414/smw.2005.10415"
"clean","The study of the wireless network DoS attack","2009","Chung-Hsin Liu; Po-Cheng Teng; Chun-Lin Lo; Kuo‐Hao Lee","10.1145/1655925.1656002"
"clean","A Study on the Publicness of Healthcare Reform Process in Germany","2016","Kwi-Hee Bae; 여영현; 이건형","10.17327/ippa.2016.30.4.018"
"clean","BUYING AND DISTRIBUTION ANALYSIS OF GOODS FOR KITCHEN BY THE PURCHASHING PART (Case Study at Kuta Central Park Hotel)","2019","Kadek Karang Agustina","10.31940/jasth.v2i2.1439"
"clean","Augmenting playspaces to enhance the game experience: A tag game case study","2016","Alejandro García Moreno; Robby van Delden; Ronald Poppe; Dennis Reidsma; Dirk Heylen","10.1016/j.entcom.2016.03.001"
"clean","Targeting pain and inflammation: A comparative study of photobiomodulation with 532 and 660 nm lasers in rats","2025","Andréa Ribeiro Mattoso‐Câmara; Juliana Zampoli Boava Papini; Marcos Aurélio Teixeira; Denise Nami Fujii; Giovana Radomille Tófoli; Aguinaldo Silva Garcez","10.1111/php.70013"
"clean","Digital technique to analyze the wear of screw-retained implant supported metal-ceramic dental prostheses and natural tooth as antagonist: a pilot study","2024","Paulina Rodríguez Torres; Agustín Galparsoro Catalán; Elena Riad Deglow; Javier Flores‐Fraile; Jorge Alonso Pérez‐Barquero; Ana Belén Lobo Galindo; Álvaro Zubizarreta‐Macho; Sofı́a Hernández Montero","10.1186/s12903-024-03881-y"
"clean","Development of skin-integrated melanoma organoids to study the tumor microenvironment-mediated mechanisms of melanoma progression and metastasis in vitro.","2025","Gemma Nomdedeu‐Sancho; Nicholas Edenhoffer; А.А. Горкун; John H. Bechtel; Jed Doman; Cecilia R. Schaaf; Natalie Alvarez; Aurélien Bègue; Mark Harfouche; Roarke Horstmeyer; Anthony Atala; Shay Söker","10.1200/jco.2025.43.16_suppl.e21547"
"clean","A T <sub>1</sub> lattice relaxation study of the molecular motions of a semicrystalline polyimide matrix","1994","Vernon M. Russell; Jack L. Koenig","10.1002/pc.750150206"
"clean","Study of the Impact of Annual Report Text Tone on Corporate Financing Constraints","2023","Mingjie Wu","10.54097/hbem.v9i.7843"
"clean","Study on Behaviour of Hybrid Fibre Reinforced Cementitious Composites","2019","Jyotiprakash Meena; Uma Nambi J","10.31142/ijtsrd21516"
"clean","STUDIES ON CYTOPHILIC ANTIBODIES","1968","D. S. Nelson; P Mildenhall","10.1038/icb.1968.3"
"clean","Sex differences during a cold-stress test in normobaric and hypobaric hypoxia: A randomized controlled crossover study","2022","Erich Hohenauer; Wolfgang Taube; Livia Freitag; Ron Clijsen","10.3389/fphys.2022.998665"
"clean","Time-Dependent Effects of Maternal Body Mass Index in Pregnancy on Mental Disorders in Adult Offspring: A Record Linkage Study in Aberdeen, Scotland","2019","Marius Lahti‐Pulkkinen; Katri Räikkönen; Sohinee Bhattacharya; Rebecca M. Reynolds","10.2139/ssrn.3476803"
"clean","A Study on the Culture Tourism Development ---- A case Study of Linyi","2014","ShouYan Miao","10.2991/gefhr-14.2014.59"
"clean","Tofacitinib as a Steroid-Sparing Therapy in Pulmonary Sarcoidosis, an Open-Label Prospective Proof-of-Concept Study","2021","Marcia Friedman; Brian Le; Janelle Stevens; Julianna Desmarais; D.R. Seifer; Kimberly Ogle; Dongseok Choi; Christina A. Harrington; Peter Jackson; James T. Rosenbaum","10.1007/s00408-021-00436-8"
"clean","A Study on the Radio Broadcasting and Mobile Media of Manchukuo―Focused on the 1st Tour by Broadcasting Vehicle","2018","LI FUSHI","10.17938/tjkdat.2018..60.83"
"clean","Selected area nanodiffraction fluctuation electron microscopy for studying structural order in amorphous solids","2007","S. O. Hruszkewycz; Takeshi Fujita; Mingwei Chen; Todd C. Hufnagel","10.1016/j.scriptamat.2007.10.009"
"clean","Canine Ovarian Neoplasms: A Clinicopathologic Study of 71 Cases, Including Histology of 12 Granulosa Cell Tumors","1987","A. K. Patnaik; Paul G. Greenlee","10.1177/030098588702400607"
"clean","Influence of poly(octadecyl methacrylate-co-vinyl acetate) as flow modifier on waxy crude and its rheological and morphological study","2025","Pranjal P. Dutta; Riddhi Dutta; Prakash J. Saikia","10.1016/j.fuel.2025.135494"
"clean","Experimental study on concrete edge failure of single headed stud anchors after fire exposure","2018","Kaipei Tian; Joško Ožbolt; Akanshu Sharma; Jan Hofmann","10.1016/j.firesaf.2018.01.005"
